locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMAGBKIO_02616	CDS	570				hypothetical protein
IMAGBKIO_02617	CDS	879				hypothetical protein
IMAGBKIO_02618	CDS	1020	rhaR_9			HTH-type transcriptional activator RhaR
IMAGBKIO_02619	CDS	912				hypothetical protein
IMAGBKIO_02620	CDS	837				hypothetical protein
IMAGBKIO_02621	CDS	1812	btuB_9			Vitamin B12 transporter BtuB
IMAGBKIO_02622	CDS	990	rhaR_10			HTH-type transcriptional activator RhaR
IMAGBKIO_02623	CDS	2625	iutA_2			Ferric aerobactin receptor
IMAGBKIO_02624	CDS	972				hypothetical protein
IMAGBKIO_02625	CDS	987	yfiY_9		COG0614	putative siderophore-binding lipoprotein YfiY
IMAGBKIO_02626	CDS	870	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
IMAGBKIO_02627	CDS	1041	yfhA		COG0609	putative siderophore transport system permease protein YfhA
IMAGBKIO_02628	CDS	1032	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
IMAGBKIO_02629	CDS	984	rhaR_11			HTH-type transcriptional activator RhaR
IMAGBKIO_02630	CDS	2544	cntO_2		COG1629	Metal-pseudopaline receptor CntO
IMAGBKIO_02631	CDS	954				hypothetical protein
IMAGBKIO_02632	CDS	993	yfmC_1		COG4594	Fe(3+)-citrate-binding protein YfmC
IMAGBKIO_02633	CDS	987	rhaR_12			HTH-type transcriptional activator RhaR
IMAGBKIO_02634	CDS	2550	cntO_3		COG1629	Metal-pseudopaline receptor CntO
IMAGBKIO_02635	CDS	1002	yfiY_10		COG0614	putative siderophore-binding lipoprotein YfiY
IMAGBKIO_02636	CDS	435				hypothetical protein
IMAGBKIO_02637	CDS	993	rhaR_13			HTH-type transcriptional activator RhaR
IMAGBKIO_02638	CDS	2559	btuB_10			Vitamin B12 transporter BtuB
IMAGBKIO_02639	CDS	1077	yfmC_2		COG4594	Fe(3+)-citrate-binding protein YfmC
IMAGBKIO_02640	CDS	855	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
IMAGBKIO_02641	CDS	396				hypothetical protein
IMAGBKIO_02642	CDS	189				hypothetical protein
IMAGBKIO_02643	CDS	225				hypothetical protein
IMAGBKIO_02644	CDS	315				hypothetical protein
IMAGBKIO_02645	CDS	459				hypothetical protein
IMAGBKIO_02646	CDS	198				hypothetical protein
IMAGBKIO_02647	CDS	1002				hypothetical protein
IMAGBKIO_02648	CDS	960	yfiY_11		COG0614	putative siderophore-binding lipoprotein YfiY
IMAGBKIO_02649	CDS	2565	btuB_11			Vitamin B12 transporter BtuB
IMAGBKIO_02650	CDS	441				hypothetical protein
IMAGBKIO_02651	CDS	390				hypothetical protein
IMAGBKIO_02652	CDS	981	rhaR_14			HTH-type transcriptional activator RhaR
IMAGBKIO_02653	CDS	597				hypothetical protein
IMAGBKIO_02654	CDS	792				hypothetical protein
IMAGBKIO_02655	CDS	432				hypothetical protein
IMAGBKIO_02656	CDS	999				hypothetical protein
IMAGBKIO_02657	CDS	1014	yfiY_12		COG0614	putative siderophore-binding lipoprotein YfiY
IMAGBKIO_02658	CDS	927	iutA_3			Ferric aerobactin receptor
IMAGBKIO_02659	CDS	1611	btuB_12			Vitamin B12 transporter BtuB
IMAGBKIO_02660	CDS	723	rhaR_15			HTH-type transcriptional activator RhaR
IMAGBKIO_02661	CDS	1722	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_02662	CDS	1761			COG1132	putative ABC transporter ATP-binding protein
IMAGBKIO_02663	CDS	849				hypothetical protein
IMAGBKIO_02664	CDS	114				hypothetical protein
IMAGBKIO_02665	CDS	1044	rhaR_16			HTH-type transcriptional activator RhaR
IMAGBKIO_02666	CDS	2607	btuB_13			Vitamin B12 transporter BtuB
IMAGBKIO_02667	CDS	996	yfiY_13		COG0614	putative siderophore-binding lipoprotein YfiY
IMAGBKIO_02668	CDS	795				hypothetical protein
IMAGBKIO_02669	CDS	312				hypothetical protein
IMAGBKIO_02670	CDS	237				hypothetical protein
IMAGBKIO_02671	CDS	2184	topA_1	5.6.2.1		DNA topoisomerase 1
IMAGBKIO_02672	CDS	141				hypothetical protein
IMAGBKIO_02673	CDS	171				hypothetical protein
IMAGBKIO_02674	CDS	1344	hmp	1.14.12.17		Flavohemoprotein
IMAGBKIO_02675	CDS	660				hypothetical protein
IMAGBKIO_02676	CDS	4698				hypothetical protein
IMAGBKIO_02677	CDS	576				hypothetical protein
IMAGBKIO_02678	CDS	450				hypothetical protein
IMAGBKIO_02679	CDS	1488	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
IMAGBKIO_02680	CDS	879	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
IMAGBKIO_02681	CDS	3060				hypothetical protein
IMAGBKIO_02682	CDS	3495	lgrB_1			Linear gramicidin synthase subunit B
IMAGBKIO_02683	CDS	3309	lgrD_1			Linear gramicidin synthase subunit D
IMAGBKIO_02684	CDS	7854	lgrD_2			Linear gramicidin synthase subunit D
IMAGBKIO_02685	CDS	7380	tycC			Tyrocidine synthase 3
IMAGBKIO_02686	CDS	4467				hypothetical protein
IMAGBKIO_02687	CDS	3261	lgrD_3			Linear gramicidin synthase subunit D
IMAGBKIO_02688	CDS	7767	lgrB_2			Linear gramicidin synthase subunit B
IMAGBKIO_02689	CDS	4752	lgrB_3			Linear gramicidin synthase subunit B
IMAGBKIO_02690	CDS	1674	bacA_1		COG4178	Vitamin B12 transport ATP-binding protein BacA
IMAGBKIO_02691	CDS	1182				hypothetical protein
IMAGBKIO_02692	CDS	1167				hypothetical protein
IMAGBKIO_02693	CDS	1071	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
IMAGBKIO_02694	CDS	4254				hypothetical protein
IMAGBKIO_02695	CDS	9789				hypothetical protein
IMAGBKIO_02696	CDS	192				hypothetical protein
IMAGBKIO_02697	CDS	1245		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
IMAGBKIO_02698	CDS	252				hypothetical protein
IMAGBKIO_02699	CDS	846				hypothetical protein
IMAGBKIO_02700	CDS	717				hypothetical protein
IMAGBKIO_02701	CDS	1065				hypothetical protein
IMAGBKIO_02702	CDS	981				hypothetical protein
IMAGBKIO_02703	CDS	741				hypothetical protein
IMAGBKIO_02704	CDS	1743	bacA_2		COG4178	Vitamin B12 transport ATP-binding protein BacA
IMAGBKIO_02705	CDS	894				IS982 family transposase ISNsp1
IMAGBKIO_02706	CDS	801				hypothetical protein
IMAGBKIO_02707	CDS	222				hypothetical protein
IMAGBKIO_02708	CDS	216				hypothetical protein
IMAGBKIO_02709	CDS	207				hypothetical protein
IMAGBKIO_02710	CDS	2163				hypothetical protein
IMAGBKIO_02711	CDS	972				hypothetical protein
IMAGBKIO_02712	CDS	882	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_02713	CDS	1314	entS_2			Enterobactin exporter EntS
IMAGBKIO_02714	CDS	2604	cntO_4			Metal-pseudopaline receptor CntO
IMAGBKIO_02715	CDS	1524	prsE			Type I secretion system membrane fusion protein PrsE
IMAGBKIO_02716	CDS	2931	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_02717	CDS	678				hypothetical protein
IMAGBKIO_02718	CDS	3621	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
IMAGBKIO_02719	CDS	7437	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
IMAGBKIO_02720	CDS	7557				hypothetical protein
IMAGBKIO_02721	CDS	648		3.1.3.5	COG0546	5'-nucleotidase
IMAGBKIO_02722	CDS	192				hypothetical protein
IMAGBKIO_02723	CDS	5841	pknD_19	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_02724	tRNA	73				tRNA-Ala(ggc)
IMAGBKIO_02725	CDS	894				IS982 family transposase ISNsp1
IMAGBKIO_02726	CDS	540				hypothetical protein
IMAGBKIO_02727	CDS	405				hypothetical protein
IMAGBKIO_02728	CDS	237				hypothetical protein
IMAGBKIO_02729	CDS	1278				hypothetical protein
IMAGBKIO_02730	CDS	1974				hypothetical protein
IMAGBKIO_02731	CDS	438				hypothetical protein
IMAGBKIO_02732	CDS	165				hypothetical protein
IMAGBKIO_02733	CDS	2025				hypothetical protein
IMAGBKIO_02734	CDS	441			COG3039	IS5 family transposase ISAva7
IMAGBKIO_02735	CDS	384			COG3039	IS5 family transposase ISAva7
IMAGBKIO_02736	CDS	894				IS982 family transposase ISNsp1
IMAGBKIO_02737	CDS	486				hypothetical protein
IMAGBKIO_02738	CDS	444				hypothetical protein
IMAGBKIO_02739	CDS	471				hypothetical protein
IMAGBKIO_02740	CDS	1221				ISL3 family transposase ISAsp1
IMAGBKIO_02741	CDS	2763	sasA_21	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_02742	CDS	1173				hypothetical protein
IMAGBKIO_02743	CDS	387				hypothetical protein
IMAGBKIO_02744	CDS	570				hypothetical protein
IMAGBKIO_02745	CDS	813				hypothetical protein
IMAGBKIO_02746	CDS	933				hypothetical protein
IMAGBKIO_02747	CDS	1251				hypothetical protein
IMAGBKIO_02748	CDS	990				hypothetical protein
IMAGBKIO_02749	CDS	2397				hypothetical protein
IMAGBKIO_02750	CDS	1035	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
IMAGBKIO_02751	CDS	870	lacX			Protein LacX, plasmid
IMAGBKIO_02752	tRNA	72				tRNA-Lys(ttt)
IMAGBKIO_02753	CDS	840	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
IMAGBKIO_02754	CDS	1266	egtB_2	1.14.99.50	COG1262	Hercynine oxygenase
IMAGBKIO_02755	CDS	1014	egtD_1	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
IMAGBKIO_02756	CDS	216				hypothetical protein
IMAGBKIO_02757	CDS	192				hypothetical protein
IMAGBKIO_02758	CDS	645				hypothetical protein
IMAGBKIO_02759	CDS	588				hypothetical protein
IMAGBKIO_02760	CDS	1344	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
IMAGBKIO_02761	CDS	822	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
IMAGBKIO_02762	CDS	1359				IS200/IS605 family transposase ISAsp19
IMAGBKIO_02763	CDS	1089	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_02764	CDS	744				hypothetical protein
IMAGBKIO_02765	CDS	1299	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
IMAGBKIO_02766	CDS	900	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
IMAGBKIO_02767	CDS	549	mtnD	1.13.11.54		Acireductone dioxygenase
IMAGBKIO_02768	CDS	1440	phrA	4.1.99.3		Deoxyribodipyrimidine photo-lyase
IMAGBKIO_02769	CDS	141				hypothetical protein
IMAGBKIO_02770	CDS	423	rssB_8			Regulator of RpoS
IMAGBKIO_02771	CDS	180				hypothetical protein
IMAGBKIO_02772	CDS	1884	uvrC		COG0322	UvrABC system protein C
IMAGBKIO_02773	CDS	180				hypothetical protein
IMAGBKIO_02774	CDS	501				hypothetical protein
IMAGBKIO_02775	CDS	606				hypothetical protein
IMAGBKIO_02776	CDS	915				hypothetical protein
IMAGBKIO_02777	CDS	1668	ctaD_3	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
IMAGBKIO_02778	CDS	252				hypothetical protein
IMAGBKIO_02779	CDS	603	ctaE_3	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
IMAGBKIO_02780	CDS	633				hypothetical protein
IMAGBKIO_02781	CDS	621				hypothetical protein
IMAGBKIO_02782	CDS	609	rpsD			30S ribosomal protein S4
IMAGBKIO_02783	CDS	1047				hypothetical protein
IMAGBKIO_02784	CDS	1776				hypothetical protein
IMAGBKIO_02785	CDS	321				hypothetical protein
IMAGBKIO_02786	CDS	549				Pentapeptide repeat protein Rfr32
IMAGBKIO_02787	CDS	1143	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
IMAGBKIO_02788	CDS	168				hypothetical protein
IMAGBKIO_02789	CDS	1245		3.4.24.-	COG0612	putative zinc protease
IMAGBKIO_02790	CDS	1284		3.4.24.-	COG0612	putative zinc protease
IMAGBKIO_02791	CDS	828				hypothetical protein
IMAGBKIO_02792	CDS	354				hypothetical protein
IMAGBKIO_02793	CDS	450				hypothetical protein
IMAGBKIO_02794	CDS	1281	ankX	2.7.1.-	COG0666	Phosphocholine transferase AnkX
IMAGBKIO_02795	CDS	471				hypothetical protein
IMAGBKIO_02796	CDS	666				hypothetical protein
IMAGBKIO_02797	CDS	657	yhfK_1	4.-.-.-	COG0702	putative sugar epimerase YhfK
IMAGBKIO_02798	CDS	594				hypothetical protein
IMAGBKIO_02799	CDS	822	menH_3	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IMAGBKIO_02800	CDS	540				hypothetical protein
IMAGBKIO_02801	CDS	177				hypothetical protein
IMAGBKIO_02802	CDS	402				hypothetical protein
IMAGBKIO_02803	CDS	1218	hhoA			Putative serine protease HhoA
IMAGBKIO_02804	CDS	1182				hypothetical protein
IMAGBKIO_02805	CDS	1005	pknD_20	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_02806	CDS	918	carC_1	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
IMAGBKIO_02807	CDS	522				hypothetical protein
IMAGBKIO_02808	CDS	1191	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
IMAGBKIO_02809	CDS	1212	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
IMAGBKIO_02810	CDS	327				hypothetical protein
IMAGBKIO_02811	CDS	309				hypothetical protein
IMAGBKIO_02812	CDS	771				hypothetical protein
IMAGBKIO_02813	CDS	651	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
IMAGBKIO_02814	CDS	1239	arnC_6	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IMAGBKIO_02815	CDS	1692	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
IMAGBKIO_02816	CDS	1236	sasA_22	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_02817	CDS	570				IS630 family transposase IS895
IMAGBKIO_02818	CDS	585				IS630 family transposase IS895
IMAGBKIO_02819	CDS	138				hypothetical protein
IMAGBKIO_02820	CDS	738				hypothetical protein
IMAGBKIO_02821	CDS	1161				hypothetical protein
IMAGBKIO_02822	CDS	300				hypothetical protein
IMAGBKIO_02823	CDS	1020				hypothetical protein
IMAGBKIO_02824	CDS	294				hypothetical protein
IMAGBKIO_02825	CDS	2646	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
IMAGBKIO_02826	CDS	171				hypothetical protein
IMAGBKIO_02827	CDS	444	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
IMAGBKIO_02828	CDS	114				hypothetical protein
IMAGBKIO_02829	CDS	936				hypothetical protein
IMAGBKIO_02830	CDS	2523				hypothetical protein
IMAGBKIO_02831	CDS	1950	petC_3	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
IMAGBKIO_02832	CDS	288				hypothetical protein
IMAGBKIO_02833	CDS	2760	ycf3_8			Photosystem I assembly protein Ycf3
IMAGBKIO_02834	CDS	441				hypothetical protein
IMAGBKIO_02835	CDS	342				hypothetical protein
IMAGBKIO_02836	CDS	384				hypothetical protein
IMAGBKIO_02837	CDS	3570	tolB_9			Tol-Pal system protein TolB
IMAGBKIO_02838	CDS	1194				hypothetical protein
IMAGBKIO_02839	CDS	2046				hypothetical protein
IMAGBKIO_02840	CDS	246				hypothetical protein
IMAGBKIO_02841	CDS	1413				hypothetical protein
IMAGBKIO_02842	CDS	750	minD_1		COG2894	Septum site-determining protein MinD
IMAGBKIO_02843	CDS	411				hypothetical protein
IMAGBKIO_02844	CDS	900				hypothetical protein
IMAGBKIO_02845	CDS	3708	tolB_10			Tol-Pal system protein TolB
IMAGBKIO_02846	CDS	177				hypothetical protein
IMAGBKIO_02847	CDS	888				hypothetical protein
IMAGBKIO_02848	CDS	441				hypothetical protein
IMAGBKIO_02849	CDS	3600	nifJ_2	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
IMAGBKIO_02850	CDS	489				hypothetical protein
IMAGBKIO_02851	CDS	237				hypothetical protein
IMAGBKIO_02852	CDS	2214	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
IMAGBKIO_02853	CDS	417				hypothetical protein
IMAGBKIO_02854	CDS	849		3.1.2.12	COG0627	S-formylglutathione hydrolase
IMAGBKIO_02855	CDS	630				hypothetical protein
IMAGBKIO_02856	CDS	1110	flhA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
IMAGBKIO_02857	CDS	1284	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
IMAGBKIO_02858	CDS	741	rimM			Ribosome maturation factor RimM
IMAGBKIO_02859	CDS	708				hypothetical protein
IMAGBKIO_02860	CDS	699				hypothetical protein
IMAGBKIO_02861	CDS	222				hypothetical protein
IMAGBKIO_02862	CDS	2415				hypothetical protein
IMAGBKIO_02863	CDS	3135	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_02864	CDS	126				hypothetical protein
IMAGBKIO_02865	CDS	480				hypothetical protein
IMAGBKIO_02866	CDS	639				hypothetical protein
IMAGBKIO_02867	CDS	1374	rcsC_35	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_02868	CDS	702				hypothetical protein
IMAGBKIO_02869	CDS	783	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
IMAGBKIO_02870	CDS	2199				hypothetical protein
IMAGBKIO_02871	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
IMAGBKIO_02872	CDS	1215	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
IMAGBKIO_02873	CDS	1029				hypothetical protein
IMAGBKIO_02874	CDS	1014				hypothetical protein
IMAGBKIO_02875	CDS	813				hypothetical protein
IMAGBKIO_02876	CDS	570	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
IMAGBKIO_02877	CDS	1314				hypothetical protein
IMAGBKIO_02878	CDS	1089				hypothetical protein
IMAGBKIO_02879	CDS	2226				hypothetical protein
IMAGBKIO_02880	CDS	768				hypothetical protein
IMAGBKIO_02881	CDS	1824	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
IMAGBKIO_02882	CDS	969	arnC_7	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IMAGBKIO_02883	CDS	975				hypothetical protein
IMAGBKIO_02884	CDS	888				hypothetical protein
IMAGBKIO_02885	CDS	1146	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_02886	CDS	948				hypothetical protein
IMAGBKIO_02887	CDS	1425				hypothetical protein
IMAGBKIO_02888	CDS	495				hypothetical protein
IMAGBKIO_02889	CDS	1959				hypothetical protein
IMAGBKIO_02890	CDS	204				hypothetical protein
IMAGBKIO_02891	CDS	846	zitB			Zinc transporter ZitB
IMAGBKIO_02892	CDS	1623	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
IMAGBKIO_02893	CDS	1113	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
IMAGBKIO_02894	CDS	297				hypothetical protein
IMAGBKIO_02895	CDS	594				hypothetical protein
IMAGBKIO_02896	CDS	237				hypothetical protein
IMAGBKIO_02897	CDS	1221			COG4398	putative protein
IMAGBKIO_02898	CDS	1116	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IMAGBKIO_02899	CDS	1011	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
IMAGBKIO_02900	CDS	1410				hypothetical protein
IMAGBKIO_02901	CDS	2211	ptk_2	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
IMAGBKIO_02902	CDS	201				hypothetical protein
IMAGBKIO_02903	CDS	1464				hypothetical protein
IMAGBKIO_02904	CDS	765				hypothetical protein
IMAGBKIO_02905	CDS	879				hypothetical protein
IMAGBKIO_02906	CDS	1227	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_02907	CDS	1407				hypothetical protein
IMAGBKIO_02908	CDS	549				hypothetical protein
IMAGBKIO_02909	CDS	402				hypothetical protein
IMAGBKIO_02910	CDS	1179	cotSA	2.4.-.-	COG0438	Spore coat protein SA
IMAGBKIO_02911	CDS	957				hypothetical protein
IMAGBKIO_02912	CDS	840				hypothetical protein
IMAGBKIO_02913	CDS	1218				hypothetical protein
IMAGBKIO_02914	CDS	696				hypothetical protein
IMAGBKIO_02915	CDS	1305				hypothetical protein
IMAGBKIO_02916	CDS	105				hypothetical protein
IMAGBKIO_02917	CDS	1926	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
IMAGBKIO_02918	CDS	612				hypothetical protein
IMAGBKIO_02919	CDS	333				hypothetical protein
IMAGBKIO_02920	CDS	1005				hypothetical protein
IMAGBKIO_02921	CDS	993	rcsC_36	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_02922	CDS	5454	rcsC_37	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_02923	CDS	1458	selO	2.7.7.-		Protein adenylyltransferase SelO
IMAGBKIO_02924	CDS	1377	cmpA			Bicarbonate-binding protein CmpA
IMAGBKIO_02925	CDS	840	cmpB_1		COG0600	Bicarbonate transport system permease protein CmpB
IMAGBKIO_02926	CDS	2046	cmpC_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
IMAGBKIO_02927	CDS	870	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
IMAGBKIO_02928	CDS	876	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
IMAGBKIO_02929	CDS	633				hypothetical protein
	repeat_region	548				
	repeat_region	613				
IMAGBKIO_02930	CDS	3396	rcsC_38	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_02931	CDS	276				hypothetical protein
IMAGBKIO_02932	CDS	309	kaiA			Circadian clock protein KaiA
IMAGBKIO_02933	CDS	327	kaiB_1			Circadian clock protein KaiB
IMAGBKIO_02934	CDS	1560	kaiC	2.7.11.1		Circadian clock protein kinase KaiC
IMAGBKIO_02935	CDS	2229				hypothetical protein
IMAGBKIO_02936	CDS	378				hypothetical protein
IMAGBKIO_02937	CDS	507				hypothetical protein
IMAGBKIO_02938	CDS	780				hypothetical protein
IMAGBKIO_02939	CDS	777				hypothetical protein
IMAGBKIO_02940	CDS	1497				hypothetical protein
IMAGBKIO_02941	tRNA	74				tRNA-Val(gac)
IMAGBKIO_02942	CDS	807	cpoB_5			Cell division coordinator CpoB
IMAGBKIO_02943	CDS	1101	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
IMAGBKIO_02944	CDS	780	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IMAGBKIO_02945	CDS	192				hypothetical protein
IMAGBKIO_02946	CDS	1941	rcsC_39	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_02947	CDS	456	rcp1_2			Response regulator rcp1
IMAGBKIO_02948	CDS	2256	cph1_1	2.7.13.3		Phytochrome-like protein cph1
IMAGBKIO_02949	CDS	903	mneS		COG0053	Manganese efflux system protein MneS
IMAGBKIO_02950	CDS	411				hypothetical protein
IMAGBKIO_02951	CDS	819				hypothetical protein
IMAGBKIO_02952	CDS	1173				hypothetical protein
IMAGBKIO_02953	CDS	570				hypothetical protein
IMAGBKIO_02954	CDS	1173	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
IMAGBKIO_02955	CDS	489				hypothetical protein
IMAGBKIO_02956	CDS	2208	ctpC_2	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
IMAGBKIO_02957	CDS	618				hypothetical protein
IMAGBKIO_02958	CDS	732				hypothetical protein
IMAGBKIO_02959	CDS	1158				hypothetical protein
IMAGBKIO_02960	CDS	744	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IMAGBKIO_02961	CDS	786				hypothetical protein
IMAGBKIO_02962	CDS	225	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
IMAGBKIO_02963	CDS	1215	hisZ			ATP phosphoribosyltransferase regulatory subunit
IMAGBKIO_02964	CDS	951	hscB			Co-chaperone protein HscB
IMAGBKIO_02965	CDS	813	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
IMAGBKIO_02966	CDS	690				hypothetical protein
IMAGBKIO_02967	CDS	369				Ferredoxin-1
IMAGBKIO_02968	tRNA	89				tRNA-Ser(gga)
IMAGBKIO_02969	CDS	438	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
IMAGBKIO_02970	CDS	588				hypothetical protein
IMAGBKIO_02971	CDS	408				hypothetical protein
IMAGBKIO_02972	CDS	294				hypothetical protein
IMAGBKIO_02973	CDS	300				hypothetical protein
IMAGBKIO_02974	CDS	483				hypothetical protein
IMAGBKIO_02975	CDS	690				hypothetical protein
IMAGBKIO_02976	CDS	399				hypothetical protein
IMAGBKIO_02977	CDS	312				hypothetical protein
IMAGBKIO_02978	CDS	795	cah	4.2.1.1	COG3338	Carbonic anhydrase
IMAGBKIO_02979	CDS	369				hypothetical protein
IMAGBKIO_02980	CDS	477				hypothetical protein
IMAGBKIO_02981	CDS	111				hypothetical protein
IMAGBKIO_02982	CDS	255				hypothetical protein
IMAGBKIO_02983	CDS	1233				hypothetical protein
IMAGBKIO_02984	CDS	1005	glsA1	3.5.1.2	COG2066	Glutaminase 1
IMAGBKIO_02985	CDS	1116	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
IMAGBKIO_02986	CDS	1605	panC/cmk	2.7.4.25		Bifunctional pantoate ligase/cytidylate kinase
IMAGBKIO_02987	CDS	603	sodB	1.15.1.1		Superoxide dismutase [Fe]
IMAGBKIO_02988	CDS	207				hypothetical protein
IMAGBKIO_02989	CDS	687				hypothetical protein
IMAGBKIO_02990	CDS	1719				hypothetical protein
IMAGBKIO_02991	CDS	600	yedZ1		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
IMAGBKIO_02992	CDS	723	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
IMAGBKIO_02993	CDS	1503	pyrF_1	4.1.1.23		Orotidine 5'-phosphate decarboxylase
IMAGBKIO_02994	CDS	1104				hypothetical protein
IMAGBKIO_02995	CDS	432				hypothetical protein
IMAGBKIO_02996	CDS	1008	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
IMAGBKIO_02997	CDS	2196				hypothetical protein
IMAGBKIO_02998	CDS	1056				hypothetical protein
IMAGBKIO_02999	CDS	1554	uvrB_2			UvrABC system protein B
IMAGBKIO_03000	CDS	2361	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
IMAGBKIO_03001	CDS	555	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
IMAGBKIO_03002	CDS	549	nudF_1	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
