locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHHDGJBG_01925	CDS	654	cbiC_2	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
KHHDGJBG_01926	CDS	1575		3.4.24.-	COG0612	putative zinc protease
KHHDGJBG_01927	CDS	1470	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
KHHDGJBG_01928	CDS	444				hypothetical protein
KHHDGJBG_01929	CDS	957		1.1.1.184		Aldo/keto reductase
KHHDGJBG_01930	CDS	900	fda	4.1.2.13	COG3588	Fructose-bisphosphate aldolase class 1
KHHDGJBG_01931	CDS	1131				hypothetical protein
KHHDGJBG_01932	CDS	1152	acr3		COG0798	Arsenical-resistance protein Acr3
KHHDGJBG_01933	CDS	621	arsH	1.6.5.2		NADPH-dependent quinone reductase ArsH
KHHDGJBG_01934	CDS	384	arsC_1	1.20.4.1		Glutaredoxin arsenate reductase
KHHDGJBG_01935	CDS	732	walR_2		COG0745	Transcriptional regulatory protein WalR
KHHDGJBG_01936	CDS	648				hypothetical protein
KHHDGJBG_01937	CDS	591				hypothetical protein
KHHDGJBG_01938	CDS	1911	ettA		COG0488	Energy-dependent translational throttle protein EttA
KHHDGJBG_01939	CDS	861	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
KHHDGJBG_01940	CDS	825	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
KHHDGJBG_01941	CDS	387				hypothetical protein
KHHDGJBG_01942	CDS	1092	ycf3_4			Photosystem I assembly protein Ycf3
KHHDGJBG_01943	CDS	687				hypothetical protein
KHHDGJBG_01944	CDS	693	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
KHHDGJBG_01945	CDS	1044	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
KHHDGJBG_01946	CDS	735	mfppA	3.1.3.79	COG0561	Mannosylfructose-phosphate phosphatase
KHHDGJBG_01947	CDS	402				hypothetical protein
KHHDGJBG_01948	CDS	432	mrnC	3.1.26.-		Mini-ribonuclease 3
KHHDGJBG_01949	CDS	1155	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KHHDGJBG_01950	CDS	261				hypothetical protein
KHHDGJBG_01951	CDS	1452	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
KHHDGJBG_01952	CDS	588		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
KHHDGJBG_01953	CDS	1590				hypothetical protein
KHHDGJBG_01954	CDS	441				hypothetical protein
KHHDGJBG_01955	CDS	1473		1.13.11.75		Apocarotenoid-15,15'-oxygenase
KHHDGJBG_01956	CDS	288	clpS_2			ATP-dependent Clp protease adapter protein ClpS
KHHDGJBG_01957	CDS	1173	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KHHDGJBG_01958	CDS	642	ppa	3.6.1.1		Inorganic pyrophosphatase
KHHDGJBG_01959	CDS	366	ndhM	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit M
KHHDGJBG_01960	CDS	1377				hypothetical protein
KHHDGJBG_01961	CDS	1617	nagZ	3.2.1.52		Beta-hexosaminidase
KHHDGJBG_01962	CDS	420	rppH	3.6.1.-		RNA pyrophosphohydrolase
KHHDGJBG_01963	CDS	453				hypothetical protein
KHHDGJBG_01964	CDS	612				hypothetical protein
KHHDGJBG_01965	CDS	1179	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
KHHDGJBG_01966	CDS	405				hypothetical protein
KHHDGJBG_01967	CDS	984	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KHHDGJBG_01968	CDS	732				hypothetical protein
KHHDGJBG_01969	CDS	1137	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KHHDGJBG_01970	CDS	1287				hypothetical protein
KHHDGJBG_01971	CDS	345				hypothetical protein
KHHDGJBG_01972	CDS	636				hypothetical protein
KHHDGJBG_01973	CDS	231	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
KHHDGJBG_01974	CDS	1017			COG3385	IS4 family transposase IS4Sa
KHHDGJBG_01975	CDS	618				hypothetical protein
KHHDGJBG_01976	tRNA	74				tRNA-His(gtg)
KHHDGJBG_01977	CDS	324				hypothetical protein
KHHDGJBG_01978	CDS	465	smpB		COG0691	SsrA-binding protein
KHHDGJBG_01979	CDS	1827				hypothetical protein
KHHDGJBG_01980	CDS	1161				hypothetical protein
KHHDGJBG_01981	CDS	2991	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KHHDGJBG_01982	CDS	3507				hypothetical protein
KHHDGJBG_01983	CDS	1521			COG0500	putative protein RP789
KHHDGJBG_01984	CDS	2619	clpB1_1		COG0542	Chaperone protein ClpB 1
KHHDGJBG_01985	CDS	297				hypothetical protein
KHHDGJBG_01986	CDS	999	prk	2.7.1.19		Phosphoribulokinase
KHHDGJBG_01987	CDS	1242	petH	1.18.1.2		Ferredoxin--NADP reductase
KHHDGJBG_01988	CDS	840	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
KHHDGJBG_01989	CDS	819				hypothetical protein
KHHDGJBG_01990	CDS	405				Photosystem II lipoprotein Psb27
KHHDGJBG_01991	CDS	696	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
KHHDGJBG_01992	CDS	780	fetB		COG0390	putative iron export permease protein FetB
KHHDGJBG_01993	CDS	1443		1.13.11.75		Apocarotenoid-15,15'-oxygenase
KHHDGJBG_01994	CDS	264	yefM_1		COG2161	Antitoxin YefM
KHHDGJBG_01995	CDS	261	yoeB_2	3.1.-.-	COG4115	Toxin YoeB
KHHDGJBG_01996	CDS	591	cpcT1	4.-.-.-		Phycocyanobilin lyase CpcT
KHHDGJBG_01997	CDS	540	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
KHHDGJBG_01998	CDS	1722	dfa3_2	1.-.-.-		Putative diflavin flavoprotein A 3
KHHDGJBG_01999	CDS	1755	recN		COG0497	DNA repair protein RecN
KHHDGJBG_02000	CDS	1836				hypothetical protein
KHHDGJBG_02001	CDS	1053				hypothetical protein
KHHDGJBG_02002	CDS	228				hypothetical protein
KHHDGJBG_02003	CDS	279				hypothetical protein
KHHDGJBG_02004	CDS	285				hypothetical protein
KHHDGJBG_02005	CDS	207				hypothetical protein
KHHDGJBG_02006	CDS	240				hypothetical protein
KHHDGJBG_02007	CDS	285	yefM_2		COG2161	Antitoxin YefM
KHHDGJBG_02008	CDS	825	psbO			Photosystem II manganese-stabilizing polypeptide
KHHDGJBG_02009	CDS	327				hypothetical protein
KHHDGJBG_02010	tRNA	72				tRNA-Gln(ttg)
KHHDGJBG_02011	CDS	363				hypothetical protein
KHHDGJBG_02012	CDS	1344	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
KHHDGJBG_02013	CDS	1605				hypothetical protein
KHHDGJBG_02014	CDS	468				hypothetical protein
KHHDGJBG_02015	tRNA	72				tRNA-Asn(gtt)
KHHDGJBG_02016	CDS	990		3.4.19.5		Isoaspartyl peptidase/L-asparaginase
KHHDGJBG_02017	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
KHHDGJBG_02018	CDS	588				hypothetical protein
KHHDGJBG_02019	CDS	309	ureB1	3.5.1.5		Urease subunit beta 1
KHHDGJBG_02020	CDS	465				hypothetical protein
KHHDGJBG_02021	CDS	957		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
KHHDGJBG_02022	CDS	960				hypothetical protein
KHHDGJBG_02023	CDS	126				hypothetical protein
KHHDGJBG_02024	CDS	1341	amiC_2			Aliphatic amidase expression-regulating protein
KHHDGJBG_02025	CDS	1518	radA	3.6.4.-	COG1066	DNA repair protein RadA
KHHDGJBG_02026	CDS	585				Pentapeptide repeat protein Rfr32
KHHDGJBG_02027	CDS	1623	nhaS2			Na(+)/H(+) antiporter NhaS2
KHHDGJBG_02028	CDS	474				hypothetical protein
KHHDGJBG_02029	CDS	828	nusB			Transcription antitermination protein NusB
KHHDGJBG_02030	CDS	1833				hypothetical protein
KHHDGJBG_02031	CDS	2496	priA	3.6.4.-	COG1198	Primosomal protein N'
KHHDGJBG_02032	CDS	414				hypothetical protein
KHHDGJBG_02033	CDS	348				hypothetical protein
KHHDGJBG_02034	CDS	4728				hypothetical protein
KHHDGJBG_02035	CDS	1230				hypothetical protein
KHHDGJBG_02036	CDS	906				hypothetical protein
KHHDGJBG_02037	CDS	1089				hypothetical protein
KHHDGJBG_02038	CDS	720				hypothetical protein
KHHDGJBG_02039	CDS	1080				hypothetical protein
KHHDGJBG_02040	CDS	1707				hypothetical protein
KHHDGJBG_02041	CDS	351				hypothetical protein
KHHDGJBG_02042	CDS	852				hypothetical protein
KHHDGJBG_02043	CDS	1281				hypothetical protein
KHHDGJBG_02044	CDS	1347				hypothetical protein
KHHDGJBG_02045	CDS	249	rpsP		COG0228	30S ribosomal protein S16
KHHDGJBG_02046	CDS	357				hypothetical protein
KHHDGJBG_02047	CDS	2175	glnA_2	6.3.1.2		Glutamine synthetase
KHHDGJBG_02048	CDS	435				hypothetical protein
KHHDGJBG_02049	CDS	483	psbV			Cytochrome c-550
KHHDGJBG_02050	CDS	201				hypothetical protein
KHHDGJBG_02051	CDS	831				hypothetical protein
KHHDGJBG_02052	CDS	474				hypothetical protein
KHHDGJBG_02053	CDS	2952	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
KHHDGJBG_02054	CDS	480				hypothetical protein
KHHDGJBG_02055	CDS	390				hypothetical protein
KHHDGJBG_02056	CDS	366				hypothetical protein
KHHDGJBG_02057	CDS	126				hypothetical protein
KHHDGJBG_02058	CDS	405				hypothetical protein
KHHDGJBG_02059	CDS	1203	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
KHHDGJBG_02060	CDS	930	gltC			HTH-type transcriptional regulator GltC
KHHDGJBG_02061	CDS	2634	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
KHHDGJBG_02062	CDS	420				hypothetical protein
KHHDGJBG_02063	CDS	834				hypothetical protein
KHHDGJBG_02064	CDS	468				hypothetical protein
KHHDGJBG_02065	CDS	576				hypothetical protein
KHHDGJBG_02066	CDS	474				hypothetical protein
KHHDGJBG_02067	CDS	981				hypothetical protein
KHHDGJBG_02068	CDS	918	nadK_2	2.7.1.23		NAD kinase
KHHDGJBG_02069	CDS	1155				hypothetical protein
KHHDGJBG_02070	tRNA	72				tRNA-Thr(tgt)
KHHDGJBG_02071	CDS	585		3.6.1.66		dITP/XTP pyrophosphatase
KHHDGJBG_02072	CDS	339	glnB			Nitrogen regulatory protein P-II
KHHDGJBG_02073	CDS	1002				hypothetical protein
KHHDGJBG_02074	CDS	294				hypothetical protein
KHHDGJBG_02075	CDS	657	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
KHHDGJBG_02076	CDS	993				hypothetical protein
KHHDGJBG_02077	CDS	465				hypothetical protein
KHHDGJBG_02078	CDS	189				hypothetical protein
KHHDGJBG_02079	CDS	1029	pyrC_2	3.5.2.3	COG0418	Dihydroorotase
KHHDGJBG_02080	CDS	813	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KHHDGJBG_02081	CDS	12600				hypothetical protein
KHHDGJBG_02082	CDS	735				hypothetical protein
KHHDGJBG_02083	CDS	3576				hypothetical protein
KHHDGJBG_02084	CDS	732				hypothetical protein
KHHDGJBG_02085	CDS	411				hypothetical protein
KHHDGJBG_02086	CDS	513				hypothetical protein
KHHDGJBG_02087	CDS	666				hypothetical protein
KHHDGJBG_02088	CDS	555				hypothetical protein
KHHDGJBG_02089	CDS	471				hypothetical protein
KHHDGJBG_02090	CDS	312	petF1			Ferredoxin-1
KHHDGJBG_02091	CDS	963				hypothetical protein
KHHDGJBG_02092	CDS	1896	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
KHHDGJBG_02093	CDS	1641				hypothetical protein
KHHDGJBG_02094	CDS	2208				hypothetical protein
KHHDGJBG_02095	CDS	2007				hypothetical protein
KHHDGJBG_02096	CDS	1119				hypothetical protein
KHHDGJBG_02097	CDS	549	frr		COG0233	Ribosome-recycling factor
KHHDGJBG_02098	CDS	783	pyrH	2.7.4.22		Uridylate kinase
KHHDGJBG_02099	CDS	222				hypothetical protein
KHHDGJBG_02100	CDS	345				hypothetical protein
KHHDGJBG_02101	CDS	2697	clpB1_2		COG0542	Chaperone protein ClpB 1
KHHDGJBG_02102	CDS	489				hypothetical protein
KHHDGJBG_02103	CDS	3228	mdtC_1			Multidrug resistance protein MdtC
KHHDGJBG_02104	CDS	1404	macA		COG0845	Macrolide export protein MacA
KHHDGJBG_02105	CDS	1110	pilT		COG2805	Twitching mobility protein
KHHDGJBG_02106	CDS	498	epsF_1		COG1459	Type II secretion system protein F
KHHDGJBG_02107	CDS	744	epsF_2		COG1459	Type II secretion system protein F
KHHDGJBG_02108	CDS	678	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KHHDGJBG_02109	CDS	609	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KHHDGJBG_02110	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
KHHDGJBG_02111	CDS	885	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
KHHDGJBG_02112	CDS	237				hypothetical protein
KHHDGJBG_02113	CDS	189				hypothetical protein
KHHDGJBG_02114	CDS	303				hypothetical protein
KHHDGJBG_02115	CDS	1197				hypothetical protein
KHHDGJBG_02116	CDS	1203		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
KHHDGJBG_02117	CDS	1029	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
KHHDGJBG_02118	CDS	1008	prfB			Peptide chain release factor 2
KHHDGJBG_02119	CDS	246				hypothetical protein
KHHDGJBG_02120	CDS	2700	clcA_2			H(+)/Cl(-) exchange transporter ClcA
KHHDGJBG_02121	CDS	504				hypothetical protein
KHHDGJBG_02122	CDS	1221				hypothetical protein
KHHDGJBG_02123	CDS	546				hypothetical protein
KHHDGJBG_02124	CDS	552				hypothetical protein
KHHDGJBG_02125	CDS	561				hypothetical protein
KHHDGJBG_02126	CDS	918				hypothetical protein
KHHDGJBG_02127	CDS	648	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
KHHDGJBG_02128	CDS	309				hypothetical protein
KHHDGJBG_02129	CDS	381				hypothetical protein
KHHDGJBG_02130	CDS	765			COG3039	IS5 family transposase IS5Sa
KHHDGJBG_02131	CDS	786			COG3039	IS5 family transposase IS5Sb
KHHDGJBG_02132	CDS	549	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
KHHDGJBG_02133	CDS	1884				hypothetical protein
KHHDGJBG_02134	CDS	1029	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
KHHDGJBG_02135	CDS	1398	entS			Enterobactin exporter EntS
KHHDGJBG_02136	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KHHDGJBG_02137	CDS	465				hypothetical protein
KHHDGJBG_02138	CDS	450	ndk	2.7.4.6		Nucleoside diphosphate kinase
KHHDGJBG_02139	tRNA	73				tRNA-Ala(ggc)
KHHDGJBG_02140	CDS	387				hypothetical protein
KHHDGJBG_02141	CDS	360				hypothetical protein
KHHDGJBG_02142	CDS	495				IS630 family transposase ISTcSa
KHHDGJBG_02143	CDS	636		1.14.13.239		Carnitine monooxygenase oxygenase subunit
KHHDGJBG_02144	CDS	1056	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
KHHDGJBG_02145	CDS	678				hypothetical protein
KHHDGJBG_02146	CDS	2010	htpX_2	3.4.24.-		Protease HtpX
KHHDGJBG_02147	CDS	1434				hypothetical protein
KHHDGJBG_02148	CDS	252				hypothetical protein
KHHDGJBG_02149	CDS	474				hypothetical protein
KHHDGJBG_02150	CDS	1518	kaiC_2	2.7.11.1		Circadian clock protein kinase KaiC
KHHDGJBG_02151	CDS	177	bchB_2	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
KHHDGJBG_02152	CDS	933		2.4.-.-		putative glycosyltransferase
KHHDGJBG_02153	CDS	1617				hypothetical protein
KHHDGJBG_02154	CDS	1599	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KHHDGJBG_02155	CDS	234				hypothetical protein
KHHDGJBG_02156	CDS	807				hypothetical protein
KHHDGJBG_02157	CDS	1302	pdhC	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KHHDGJBG_02158	CDS	639				hypothetical protein
KHHDGJBG_02159	CDS	2343	pacS_2	7.2.2.8		putative copper-transporting ATPase PacS
KHHDGJBG_02160	CDS	474				hypothetical protein
KHHDGJBG_02161	CDS	762			COG0217	putative transcriptional regulatory protein
KHHDGJBG_02162	CDS	1170	gshA	6.3.2.2		Glutamate--cysteine ligase
KHHDGJBG_02163	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KHHDGJBG_02164	CDS	171				hypothetical protein
KHHDGJBG_02165	CDS	2148				hypothetical protein
KHHDGJBG_02166	CDS	576	hpf		COG1544	Ribosome hibernation promotion factor
KHHDGJBG_02167	CDS	684	lipB	2.3.1.181	COG0321	Octanoyltransferase
KHHDGJBG_02168	CDS	291				hypothetical protein
KHHDGJBG_02169	tRNA	72				tRNA-Lys(ttt)
KHHDGJBG_02170	CDS	1434	glgA_2	2.4.1.21	COG0297	Glycogen synthase
KHHDGJBG_02171	CDS	339				hypothetical protein
KHHDGJBG_02172	CDS	1596				hypothetical protein
KHHDGJBG_02173	CDS	987	sigA2_3		COG0568	RNA polymerase sigma factor SigA2
KHHDGJBG_02174	CDS	948	era_2		COG1159	GTPase Era
KHHDGJBG_02175	CDS	3288	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KHHDGJBG_02176	CDS	3129				hypothetical protein
KHHDGJBG_02177	CDS	885	gsiD		COG1173	Glutathione transport system permease protein GsiD
KHHDGJBG_02178	CDS	486				hypothetical protein
KHHDGJBG_02179	CDS	510				Pentapeptide repeat protein Rfr32
KHHDGJBG_02180	CDS	681	ribE	2.5.1.9	COG0307	Riboflavin synthase
KHHDGJBG_02181	CDS	444				hypothetical protein
KHHDGJBG_02182	CDS	1674				hypothetical protein
KHHDGJBG_02183	CDS	474		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
KHHDGJBG_02184	CDS	921	glcK	2.7.1.2	COG1940	Glucokinase
KHHDGJBG_02185	CDS	612				hypothetical protein
KHHDGJBG_02186	CDS	588				hypothetical protein
KHHDGJBG_02187	CDS	561				hypothetical protein
KHHDGJBG_02188	CDS	270				hypothetical protein
KHHDGJBG_02189	CDS	246	psaC	1.97.1.12		Photosystem I iron-sulfur center
KHHDGJBG_02190	CDS	1578	ndhD1_3	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
KHHDGJBG_02191	CDS	321				hypothetical protein
KHHDGJBG_02192	CDS	333				hypothetical protein
KHHDGJBG_02193	CDS	237				hypothetical protein
KHHDGJBG_02194	CDS	789				hypothetical protein
KHHDGJBG_02195	CDS	2691	apcE	4.-.-.-		Phycobiliprotein ApcE
KHHDGJBG_02196	CDS	2190				hypothetical protein
KHHDGJBG_02197	CDS	1203				hypothetical protein
KHHDGJBG_02198	CDS	513				hypothetical protein
KHHDGJBG_02199	CDS	303				hypothetical protein
KHHDGJBG_02200	CDS	963	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
KHHDGJBG_02201	CDS	1932				hypothetical protein
KHHDGJBG_02202	CDS	642				hypothetical protein
KHHDGJBG_02203	CDS	528				hypothetical protein
KHHDGJBG_02204	CDS	468	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KHHDGJBG_02205	CDS	1329				hypothetical protein
KHHDGJBG_02206	CDS	504				hypothetical protein
KHHDGJBG_02207	CDS	255				hypothetical protein
KHHDGJBG_02208	CDS	201				hypothetical protein
KHHDGJBG_02209	CDS	1623				hypothetical protein
KHHDGJBG_02210	CDS	855				hypothetical protein
KHHDGJBG_02211	CDS	1059	vgb	4.2.99.-		Virginiamycin B lyase
KHHDGJBG_02212	CDS	459				hypothetical protein
KHHDGJBG_02213	CDS	1119	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
KHHDGJBG_02214	CDS	1911	dnaK2			Chaperone protein dnaK2
KHHDGJBG_02215	CDS	2145				hypothetical protein
KHHDGJBG_02216	CDS	330				hypothetical protein
KHHDGJBG_02217	CDS	453				hypothetical protein
KHHDGJBG_02218	CDS	1536	cysG_2	4.99.1.4		Siroheme synthase
KHHDGJBG_02219	CDS	5073	tolB_1			Tol-Pal system protein TolB
KHHDGJBG_02220	CDS	585				hypothetical protein
KHHDGJBG_02221	CDS	1074	era_3			GTPase Era
KHHDGJBG_02222	CDS	1017			COG3385	IS4 family transposase IS4Sa
KHHDGJBG_02223	CDS	303				hypothetical protein
KHHDGJBG_02224	CDS	774	recO			DNA repair protein RecO
KHHDGJBG_02225	CDS	213				hypothetical protein
KHHDGJBG_02226	CDS	675				hypothetical protein
KHHDGJBG_02227	CDS	2313	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
KHHDGJBG_02228	CDS	771				hypothetical protein
KHHDGJBG_02229	CDS	618				hypothetical protein
KHHDGJBG_02230	CDS	621				hypothetical protein
KHHDGJBG_02231	CDS	597	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
KHHDGJBG_02232	CDS	1389				Gluconeogenesis factor
KHHDGJBG_02233	CDS	1602	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KHHDGJBG_02234	CDS	3735				hypothetical protein
KHHDGJBG_02235	CDS	1608				hypothetical protein
KHHDGJBG_02236	CDS	750	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KHHDGJBG_02237	CDS	525				hypothetical protein
KHHDGJBG_02238	CDS	2412	lptD_2			LPS-assembly protein LptD
KHHDGJBG_02239	CDS	117	psbI			Photosystem II reaction center protein I
KHHDGJBG_02240	CDS	576				hypothetical protein
KHHDGJBG_02241	CDS	9090				hypothetical protein
KHHDGJBG_02242	CDS	5229				hypothetical protein
KHHDGJBG_02243	CDS	3252	bepE			Efflux pump membrane transporter BepE
KHHDGJBG_02244	CDS	1365	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
KHHDGJBG_02245	CDS	1293	sphS	2.7.13.3	COG0642	Sensor protein SphS
KHHDGJBG_02246	CDS	981	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KHHDGJBG_02247	CDS	1446			COG2308	putative protein
KHHDGJBG_02248	CDS	381				hypothetical protein
KHHDGJBG_02249	CDS	1506	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
KHHDGJBG_02250	CDS	351				hypothetical protein
KHHDGJBG_02251	CDS	1230				hypothetical protein
KHHDGJBG_02252	CDS	2115		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
KHHDGJBG_02253	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
KHHDGJBG_02254	CDS	1380				hypothetical protein
KHHDGJBG_02255	CDS	378	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
KHHDGJBG_02256	CDS	780				hypothetical protein
KHHDGJBG_02257	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
KHHDGJBG_02258	CDS	1137	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
KHHDGJBG_02259	CDS	1428	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
KHHDGJBG_02260	CDS	420				hypothetical protein
KHHDGJBG_02261	CDS	420				hypothetical protein
KHHDGJBG_02262	CDS	1239				hypothetical protein
KHHDGJBG_02263	CDS	1161	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
KHHDGJBG_02264	CDS	675				hypothetical protein
KHHDGJBG_02265	CDS	615				hypothetical protein
KHHDGJBG_02266	CDS	321				hypothetical protein
KHHDGJBG_02267	CDS	336				hypothetical protein
KHHDGJBG_02268	CDS	1527	chlB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
KHHDGJBG_02269	CDS	681	trkA		COG0569	Trk system potassium uptake protein TrkA
KHHDGJBG_02270	CDS	1641				putative protein
KHHDGJBG_02271	CDS	1407	xylE			D-xylose-proton symporter
KHHDGJBG_02272	CDS	1419	secDF		COG0341	Protein translocase subunit SecDF
KHHDGJBG_02273	CDS	948	secF		COG0341	Protein translocase subunit SecF
KHHDGJBG_02274	CDS	1035	lpxD_1	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
KHHDGJBG_02275	CDS	354	rplT		COG0292	50S ribosomal protein L20
KHHDGJBG_02276	CDS	204	rpmI		COG0291	50S ribosomal protein L35
KHHDGJBG_02277	CDS	732				hypothetical protein
KHHDGJBG_02278	CDS	837				hypothetical protein
KHHDGJBG_02279	tRNA	73				tRNA-Ala(tgc)
KHHDGJBG_02280	CDS	177				hypothetical protein
KHHDGJBG_02281	CDS	1122	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KHHDGJBG_02282	CDS	360				hypothetical protein
KHHDGJBG_02283	CDS	351				hypothetical protein
KHHDGJBG_02284	CDS	354				hypothetical protein
KHHDGJBG_02285	CDS	885				hypothetical protein
KHHDGJBG_02286	CDS	1026	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KHHDGJBG_02287	CDS	621				hypothetical protein
KHHDGJBG_02288	CDS	1488	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KHHDGJBG_02289	CDS	96	psbT			Photosystem II reaction center protein T
KHHDGJBG_02290	CDS	486	nrdR		COG1327	Transcriptional repressor NrdR
KHHDGJBG_02291	CDS	492				hypothetical protein
KHHDGJBG_02292	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KHHDGJBG_02293	CDS	402	rbfA		COG0858	Ribosome-binding factor A
KHHDGJBG_02294	CDS	201				hypothetical protein
KHHDGJBG_02295	CDS	885	folD		COG0190	Bifunctional protein FolD protein
KHHDGJBG_02296	CDS	864				hypothetical protein
KHHDGJBG_02297	CDS	510				hypothetical protein
KHHDGJBG_02298	CDS	1464		1.4.5.-		L-amino acid dehydrogenase
KHHDGJBG_02299	CDS	1152	sasA_11	2.7.13.3		Adaptive-response sensory-kinase SasA
KHHDGJBG_02300	CDS	588				hypothetical protein
KHHDGJBG_02301	CDS	696	tpiA	5.3.1.1		Triosephosphate isomerase
KHHDGJBG_02302	CDS	1020	yhhT_1		COG0628	Putative transport protein YhhT
KHHDGJBG_02303	CDS	957				hypothetical protein
KHHDGJBG_02304	CDS	1491				hypothetical protein
KHHDGJBG_02305	CDS	669	petB		COG1290	Cytochrome b6
KHHDGJBG_02306	CDS	483	petD			Cytochrome b6-f complex subunit 4
KHHDGJBG_02307	CDS	1422	mshA_12	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KHHDGJBG_02308	CDS	408				hypothetical protein
KHHDGJBG_02309	CDS	162				hypothetical protein
KHHDGJBG_02310	CDS	735	rnc_2	3.1.26.3	COG0571	Ribonuclease 3
