KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K00001	1	Nostoc	1.1.1.1	K00001,K00121,K04072,K11440,K13951,K13952,K13953,K13954,K13980,K18857,K28615	K00001,K00121,K04072,K11440,K13951,K13952,K13953,K13954,K13980,K18857,K28615	1.1.1.1
K00003	1	Nostoc	1.1.1.3	K00003,K12524,K12525	K00003,K12524,K12525	1.1.1.3
K00005	1	Nostoc	1.1.1.6	K00005,K22251	K00005,K22251	1.1.1.6
K00008	1	Nostoc	1.1.1.14	K00008	K00008	1.1.1.14
K00010	1	Nostoc	1.1.1.18,1.1.1.369	K00010	K00010	1.1.1.18,1.1.1.369
K00012	1	Nostoc	1.1.1.22	K00012	K00012	1.1.1.22
K00013	1	Nostoc	1.1.1.23	K00013,K14152	K00013,K14152	1.1.1.23
K00014	1	Nostoc	1.1.1.25	K00014,K13830,K13832	K00014,K13830,K13832	1.1.1.25
K00020	1	Nostoc	1.1.1.31	K00020,K23146	K00020,K23146	1.1.1.31
K00024	1	Nostoc	1.1.1.37	K00024,K00025,K00026	K00024,K00025,K00026	1.1.1.37
K00027	1	Nostoc	1.1.1.38	K00027	K00027	1.1.1.38
K00031	1	Nostoc	1.1.1.42	K00031	K00031	1.1.1.42
K00033	1	Nostoc	1.1.1.44,1.1.1.343	K00033	K00033	1.1.1.343,1.1.1.44
K00034	1	Nostoc	1.1.1.47	K00034,K13937,K22969	K00034,K13937,K22969	1.1.1.47
K00036	1	Nostoc	1.1.1.49,1.1.1.363	K00036	K00036	1.1.1.363,1.1.1.49
K00042	1	Nostoc	1.1.1.60	K00042	K00042	1.1.1.60
K00052	1	Nostoc	1.1.1.85	K00052,K21360	K00052,K21360	1.1.1.85
K00053	1	Nostoc	1.1.1.86	K00053	K00053	1.1.1.86
K00057	1	Nostoc	1.1.1.94	K00057	K00057	1.1.1.94
K00058	1	Nostoc	1.1.1.95,1.1.1.399	K00058,K00058,K25634	K00058,K25634	1.1.1.399,1.1.1.95
K00059	1	Nostoc	1.1.1.100	K00059	K00059	1.1.1.100
K00067	1	Nostoc	1.1.1.133	K00067,K23987	K00067,K23987	1.1.1.133
K00075	1	Nostoc	1.3.1.98	K00075	K00075	1.3.1.98
K00077	1	Nostoc	1.1.1.169	K00077,K24263	K00077,K24263	1.1.1.169
K00082	1	Nostoc	1.1.1.193	K00082,K11752	K00082,K11752	1.1.1.193
K00088	1	Nostoc	1.1.1.205	K00088	K00088	1.1.1.205
K00091	1	Nostoc	1.1.1.219	K00091,K13082	K00091,K13082	1.1.1.219
K00097	1	Nostoc	1.1.1.262	K00097	K00097	1.1.1.262
K00099	1	Nostoc	1.1.1.267	K00099	K00099	1.1.1.267
K00101	1	Nostoc	1.1.2.3	K00101	K00101	1.1.2.3
K00103	1	Nostoc	1.1.3.8	K00103	K00103	1.1.3.8
K00104	1	Nostoc	1.1.99.14	K00104,K11472,K11473	K00104,K11472,K11473	1.1.99.14
K00121	1	Nostoc	1.1.1.284,1.1.1.1	K00121,K00001,K00121,K04072,K11440,K13951,K13952,K13953,K13954,K13980,K18857,K28615	K00001,K00121,K04072,K11440,K13951,K13952,K13953,K13954,K13980,K18857,K28615	1.1.1.1,1.1.1.284
K00128	1	Nostoc	1.2.1.3	K00128,K00149,K14085,K28615	K00128,K00149,K14085,K28615	1.2.1.3
K00129	1	Nostoc	1.2.1.5	K00129	K00129	1.2.1.5
K00133	1	Nostoc	1.2.1.11	K00133	K00133	1.2.1.11
K00134	1	Nostoc	1.2.1.12	K00134,K10705	K00134,K10705	1.2.1.12
K00135	1	Nostoc	1.2.1.16,1.2.1.79,1.2.1.20	K00135,K00135,K08324	K00135,K08324	1.2.1.16,1.2.1.20,1.2.1.79
K00145	1	Nostoc	1.2.1.38	K00145,K12659	K00145,K12659	1.2.1.38
K00147	1	Nostoc	1.2.1.41	K00147,K12657	K00147,K12657	1.2.1.41
K00150	1	Nostoc	1.2.1.59	K00150	K00150	1.2.1.59
K00161	1	Nostoc	1.2.4.1	K00161,K00162,K00163	K00161,K00162,K00163	1.2.4.1
K00162	1	Nostoc	1.2.4.1	K00161,K00162,K00163	K00161,K00162,K00163	1.2.4.1
K00208	1	Nostoc	1.3.1.9,1.3.1.10	K00208,K00209,K02371,K00208	K00208,K00209,K02371	1.3.1.10,1.3.1.9
K00214	1	Nostoc	1.3.1.24	K00214,K05901	K00214,K05901	1.3.1.24
K00215	1	Nostoc	1.17.1.8	K00215	K00215	1.17.1.8
K00218	1	Nostoc	1.3.1.33	K00218	K00218	1.3.1.33
K00226	1	Nostoc	1.3.98.1	K00226	K00226	1.3.98.1
K00228	1	Nostoc	1.3.3.3	K00228	K00228	1.3.3.3
K00239	1	Nostoc	1.3.5.1	K00233,K00234,K00235,K00239,K00240,K00244,K00245,K25995	K00233,K00234,K00235,K00239,K00240,K00244,K00245,K25995	1.3.5.1
K00240	1	Nostoc	1.3.5.1	K00233,K00234,K00235,K00239,K00240,K00244,K00245,K25995	K00233,K00234,K00235,K00239,K00240,K00244,K00245,K25995	1.3.5.1
K00241	1	Nostoc			K00241	
K00254	1	Nostoc	1.3.5.2	K00254	K00254	1.3.5.2
K00259	1	Nostoc	1.4.1.1	K00259,K19244	K00259,K19244	1.4.1.1
K00261	1	Nostoc	1.4.1.3	K00261	K00261	1.4.1.3
K00262	1	Nostoc	1.4.1.4	K00262	K00262	1.4.1.4
K00263	1	Nostoc	1.4.1.9	K00263	K00263	1.4.1.9
K00274	1	Nostoc	1.4.3.4	K00274	K00274	1.4.3.4
K00275	1	Nostoc	1.4.3.5	K00275,K23998	K00275,K23998	1.4.3.5
K00276	1	Nostoc	1.4.3.21	K00276	K00276	1.4.3.21
K00278	1	Nostoc	1.4.3.16	K00278	K00278	1.4.3.16
K00279	1	Nostoc	1.5.99.12	K00279	K00279	1.5.99.12
K00281	1	Nostoc	1.4.4.2	K00281,K00282,K00283	K00281,K00282,K00283	1.4.4.2
K00284	1	Nostoc	1.4.7.1	K00284	K00284	1.4.7.1
K00286	1	Nostoc	1.5.1.2	K00286	K00286	1.5.1.2
K00297	1	Nostoc	1.5.1.54	K00297,K24042	K00297,K24042	1.5.1.54
K00299	1	Nostoc	1.5.1.38	K00299,K19285	K00299,K19285	1.5.1.38
K00324	1	Nostoc	7.1.1.1	K00323,K00324,K00325	K00323,K00324,K00325	7.1.1.1
K00325	1	Nostoc	7.1.1.1	K00323,K00324,K00325	K00323,K00324,K00325	7.1.1.1
K00342	1	Nostoc	7.1.1.2	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
K00344	1	Nostoc	1.6.5.5	K00344,K00359,K10133	K00344,K00359,K10133	1.6.5.5
K00366	1	Nostoc	1.7.7.1	K00366	K00366	1.7.7.1
K00367	1	Nostoc	1.7.7.2	K00367	K00367	1.7.7.2
K00375	1	Nostoc			K00375	
K00382	1	Nostoc	1.8.1.4	K00382	K00382	1.8.1.4
K00383	1	Nostoc	1.8.1.7	K00383	K00383	1.8.1.7
K00384	1	Nostoc	1.8.1.9	K00384,K22182	K00384,K22182	1.8.1.9
K00389	1	Nostoc			K00389	
K00390	1	Nostoc	1.8.4.8,1.8.4.10	K00390	K00390	1.8.4.10,1.8.4.8
K00392	1	Nostoc	1.8.7.1	K00392	K00392	1.8.7.1
K00425	1	Nostoc	7.1.1.7	K00424,K00425,K00426,K22501	K00424,K00425,K00426,K22501	7.1.1.7
K00426	1	Nostoc	7.1.1.7	K00424,K00425,K00426,K22501	K00424,K00425,K00426,K22501	7.1.1.7
K00433	1	Nostoc	1.11.1.10	K00433,K17990	K00433,K17990	1.11.1.10
K00436	1	Nostoc	1.12.1.2	K00436,K18005,K18006,K18007	K00436,K18005,K18006,K18007	1.12.1.2
K00457	1	Nostoc	1.13.11.27	K00457	K00457	1.13.11.27
K00459	1	Nostoc	1.13.12.16	K00459	K00459	1.13.12.16
K00464	1	Nostoc	1.13.11.75	K00464	K00464	1.13.11.75
K00477	1	Nostoc	1.14.11.18	K00477	K00477	1.14.11.18
K00480	1	Nostoc	1.14.13.1	K00480	K00480	1.14.13.1
K00486	1	Nostoc	1.14.13.9	K00486	K00486	1.14.13.9
K00493	1	Nostoc			K00493	
K00507	1	Nostoc	1.14.19.1	K00507	K00507	1.14.19.1
K00514	1	Nostoc	1.3.5.6	K00514	K00514	1.3.5.6
K00524	1	Nostoc	1.17.4.2	K00524,K00527	K00524,K00527	1.17.4.2
K00529	1	Nostoc	1.18.1.3	K00529,K15758,K15765,K18088,K18090,K18227,K18254,K18293,K20809,K22362	K00529,K15758,K15765,K18088,K18090,K18227,K18254,K18293,K20809,K22362	1.18.1.3
K00537	1	Nostoc	1.20.4.1	K00537,K18065,K22547	K00537,K18065,K22547	1.20.4.1
K00548	1	Nostoc	2.1.1.13	K00548,K24042	K00548,K24042	2.1.1.13
K00554	1	Nostoc	2.1.1.228	K00554,K15429	K00554,K15429	2.1.1.228
K00558	1	Nostoc	2.1.1.37	K00558,K17398,K17399,K26510	K00558,K17398,K17399,K26510	2.1.1.37
K00566	1	Nostoc	2.8.1.13	K00566	K00566	2.8.1.13
K00567	1	Nostoc	2.1.1.63	K00567,K10778,K13531	K00567,K10778,K13531	2.1.1.63
K00571	1	Nostoc	2.1.1.72	K00571,K03427,K06223,K07316,K07317,K07318,K07319,K13581,K24174,K26414,K27990	K00571,K03427,K06223,K07316,K07317,K07318,K07319,K13581,K24174,K26414,K27990	2.1.1.72
K00573	1	Nostoc	2.1.1.77	K00573	K00573	2.1.1.77
K00575	1	Nostoc	2.1.1.80	K00575,K13924	K00575,K13924	2.1.1.80
K00588	1	Nostoc	2.1.1.104	K00588	K00588	2.1.1.104
K00590	1	Nostoc	2.1.1.113	K00590	K00590	2.1.1.113
K00595	1	Nostoc	2.1.1.132,2.1.1.289,2.1.1.196	K00595,K02191,K00595,K03399,K00595	K00595,K02191,K03399	2.1.1.132,2.1.1.196,2.1.1.289
K00598	1	Nostoc	2.1.1.144	K00598	K00598	2.1.1.144
K00600	1	Nostoc	2.1.2.1	K00600	K00600	2.1.2.1
K00602	1	Nostoc	2.1.2.3,3.5.4.10	K00602,K11176,K00602,K01492	K00602,K01492,K11176	2.1.2.3,3.5.4.10
K00604	1	Nostoc	2.1.2.9	K00604	K00604	2.1.2.9
K00605	1	Nostoc	2.1.2.10	K00605	K00605	2.1.2.10
K00606	1	Nostoc	2.1.2.11	K00606	K00606	2.1.2.11
K00609	1	Nostoc	2.1.3.2	K00608,K00609,K11540,K11541	K00608,K00609,K11540,K11541	2.1.3.2
K00611	1	Nostoc	2.1.3.3	K00611	K00611	2.1.3.3
K00615	1	Nostoc	2.2.1.1	K00615	K00615	2.2.1.1
K00616	1	Nostoc	2.2.1.2	K00616,K13810	K00616,K13810	2.2.1.2
K00620	1	Nostoc	2.3.1.35,2.3.1.1	K00620,K00618,K00619,K00620,K11067,K14681,K14682,K22476,K22477,K22478	K00618,K00619,K00620,K11067,K14681,K14682,K22476,K22477,K22478	2.3.1.1,2.3.1.35
K00627	1	Nostoc	2.3.1.12	K00627	K00627	2.3.1.12
K00633	1	Nostoc	2.3.1.18	K00633	K00633	2.3.1.18
K00640	1	Nostoc	2.3.1.30	K00640,K19726,K23304	K00640,K19726,K23304	2.3.1.30
K00645	1	Nostoc	2.3.1.39	K00645,K13935	K00645,K13935	2.3.1.39
K00648	1	Nostoc	2.3.1.180	K00648,K18473	K00648,K18473	2.3.1.180
K00652	1	Nostoc	2.3.1.47	K00652	K00652	2.3.1.47
K00655	1	Nostoc	2.3.1.51	K00655,K13509,K13513,K13517,K13519,K13523,K13699,K14674,K15781,K19007,K22831	K00655,K13509,K13513,K13517,K13519,K13523,K13699,K14674,K15781,K19007,K22831	2.3.1.51
K00661	1	Nostoc	2.3.1.79	K00661	K00661	2.3.1.79
K00662	1	Nostoc	2.3.1.81	K00662,K19275,K19276,K19277	K00662,K19275,K19276,K19277	2.3.1.81
K00663	1	Nostoc	2.3.1.82	K00663,K18815,K18816,K19278,K19301,K19883	K00663,K18815,K18816,K19278,K19301,K19883	2.3.1.82
K00677	1	Nostoc	2.3.1.129	K00677	K00677	2.3.1.129
K00681	1	Nostoc	2.3.2.2,3.4.19.13	K00681,K18592	K00681,K18592	2.3.2.2,3.4.19.13
K00684	1	Nostoc	2.3.2.6	K00684	K00684	2.3.2.6
K00688	1	Nostoc	2.4.1.1	K00688,K16153	K00688,K16153	2.4.1.1
K00694	1	Nostoc	2.4.1.12	K00694,K10999	K00694,K10999	2.4.1.12
K00695	1	Nostoc	2.4.1.13	K00695	K00695	2.4.1.13
K00696	1	Nostoc	2.4.1.14	K00696	K00696	2.4.1.14
K00700	1	Nostoc	2.4.1.18	K00700,K16149	K00700,K16149	2.4.1.18
K00701	1	Nostoc	2.4.1.19	K00701	K00701	2.4.1.19
K00703	1	Nostoc	2.4.1.21	K00703	K00703	2.4.1.21
K00705	1	Nostoc	2.4.1.25	K00705,K01196,K22451	K00705,K01196,K22451	2.4.1.25
K00721	1	Nostoc	2.4.1.83	K00721	K00721	2.4.1.83
K00728	1	Nostoc	2.4.1.109	K00728,K27244	K00728,K27244	2.4.1.109
K00748	1	Nostoc	2.4.1.182	K00748	K00748	2.4.1.182
K00754	1	Nostoc			K00754	
K00759	1	Nostoc	2.4.2.7	K00759	K00759	2.4.2.7
K00761	1	Nostoc	2.4.2.9	K00761,K02825	K00761,K02825	2.4.2.9
K00762	1	Nostoc	2.4.2.10	K00762,K13421	K00762,K13421	2.4.2.10
K00763	1	Nostoc	6.3.4.21	K00763	K00763	6.3.4.21
K00764	1	Nostoc	2.4.2.14	K00764	K00764	2.4.2.14
K00765	1	Nostoc	2.4.2.17	K00765	K00765	2.4.2.17
K00766	1	Nostoc	2.4.2.18	K00766,K13497	K00766,K13497	2.4.2.18
K00767	1	Nostoc	2.4.2.19	K00767	K00767	2.4.2.19
K00772	1	Nostoc	2.4.2.28	K00772,K05810	K00772,K05810	2.4.2.28
K00773	1	Nostoc	2.4.2.29	K00773	K00773	2.4.2.29
K00784	1	Nostoc	3.1.26.11	K00784	K00784	3.1.26.11
K00788	1	Nostoc	2.5.1.3	K00788,K14153,K14154,K21219,K21220	K00788,K14153,K14154,K21219,K21220	2.5.1.3
K00789	1	Nostoc	2.5.1.6	K00789	K00789	2.5.1.6
K00790	1	Nostoc	2.5.1.7	K00790	K00790	2.5.1.7
K00791	1	Nostoc	2.5.1.75	K00791	K00791	2.5.1.75
K00793	1	Nostoc	2.5.1.9	K00793	K00793	2.5.1.9
K00794	1	Nostoc	2.5.1.78	K00794	K00794	2.5.1.78
K00796	1	Nostoc	2.5.1.15	K00796,K13939,K13941,K18824,K18825,K18974,K24102	K00796,K13939,K13941,K18824,K18825,K18974,K24102	2.5.1.15
K00798	1	Nostoc	2.5.1.17	K00798,K19221	K00798,K19221	2.5.1.17
K00799	1	Nostoc	2.5.1.18	K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790,K25210,K29001	K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790,K25210,K29001	2.5.1.18
K00800	1	Nostoc	2.5.1.19	K00800,K13830,K24018	K00800,K13830,K24018	2.5.1.19
K00801	1	Nostoc	2.5.1.21	K00801	K00801	2.5.1.21
K00806	1	Nostoc	2.5.1.31	K00806	K00806	2.5.1.31
K00809	1	Nostoc	2.5.1.46	K00809	K00809	2.5.1.46
K00812	1	Nostoc	2.6.1.1	K00811,K00812,K00813,K11358,K14454,K14455,K15849	K00811,K00812,K00813,K11358,K14454,K14455,K15849	2.6.1.1
K00817	1	Nostoc	2.6.1.9	K00817	K00817	2.6.1.9
K00820	1	Nostoc	2.6.1.16	K00820	K00820	2.6.1.16
K00821	1	Nostoc	2.6.1.11,2.6.1.17	K00818,K00821,K00821,K14267	K00818,K00821,K14267	2.6.1.11,2.6.1.17
K00823	1	Nostoc	2.6.1.19	K00823,K07250,K13524,K14268	K00823,K07250,K13524,K14268	2.6.1.19
K00830	1	Nostoc	2.6.1.44,2.6.1.45,2.6.1.51	K00830,K00827,K00830,K14272,K00830,K13290	K00827,K00830,K13290,K14272	2.6.1.44,2.6.1.45,2.6.1.51
K00831	1	Nostoc	2.6.1.52	K00831,K28205	K00831,K28205	2.6.1.52
K00835	1	Nostoc	2.6.1.66	K00835,K14260	K00835,K14260	2.6.1.66
K00836	1	Nostoc	2.6.1.76	K00836,K15785	K00836,K15785	2.6.1.76
K00845	1	Nostoc	2.7.1.2	K00845,K12407,K25026	K00845,K12407,K25026	2.7.1.2
K00847	1	Nostoc	2.7.1.4	K00847	K00847	2.7.1.4
K00851	1	Nostoc	2.7.1.12	K00851,K25031	K00851,K25031	2.7.1.12
K00852	1	Nostoc	2.7.1.15	K00852	K00852	2.7.1.15
K00854	1	Nostoc	2.7.1.17	K00854	K00854	2.7.1.17
K00855	1	Nostoc	2.7.1.19	K00855,K28462	K00855,K28462	2.7.1.19
K00858	1	Nostoc	2.7.1.23	K00858	K00858	2.7.1.23
K00859	1	Nostoc	2.7.1.24	K00859,K02318	K00859,K02318	2.7.1.24
K00864	1	Nostoc	2.7.1.30	K00864,K19583	K00864,K19583	2.7.1.30
K00870	1	Nostoc			K00870	
K00872	1	Nostoc	2.7.1.39	K00872,K02203,K02204	K00872,K02203,K02204	2.7.1.39
K00873	1	Nostoc	2.7.1.40	K00873,K12406	K00873,K12406	2.7.1.40
K00876	1	Nostoc	2.7.1.48	K00876	K00876	2.7.1.48
K00884	1	Nostoc	2.7.1.59	K00884,K28207,K28208	K00884,K28207,K28208	2.7.1.59
K00886	1	Nostoc	2.7.1.63	K00886	K00886	2.7.1.63
K00891	1	Nostoc	2.7.1.71	K00891,K13829,K13830	K00891,K13829,K13830	2.7.1.71
K00901	1	Nostoc	2.7.1.107	K00901,K07029	K00901,K07029	2.7.1.107
K00919	1	Nostoc	2.7.1.148	K00919	K00919	2.7.1.148
K00925	1	Nostoc	2.7.2.1	K00925	K00925	2.7.2.1
K00927	1	Nostoc	2.7.2.3	K00927	K00927	2.7.2.3
K00928	1	Nostoc	2.7.2.4	K00928,K12524,K12525,K12526	K00928,K12524,K12525,K12526	2.7.2.4
K00930	1	Nostoc	2.7.2.8	K00930,K12659,K22478	K00930,K12659,K22478	2.7.2.8
K00931	1	Nostoc	2.7.2.11	K00931,K12657	K00931,K12657	2.7.2.11
K00937	1	Nostoc	2.7.4.1	K00937,K27692	K00937,K27692	2.7.4.1
K00939	1	Nostoc	2.7.4.3	K00939,K18532,K18533	K00939,K18532,K18533	2.7.4.3
K00940	1	Nostoc	2.7.4.6	K00940,K18533	K00940,K18533	2.7.4.6
K00941	1	Nostoc	2.7.1.49,2.7.4.7	K00877,K00941,K14153,K21219	K00877,K00941,K14153,K21219	2.7.1.49,2.7.4.7
K00942	1	Nostoc	2.7.4.8	K00942	K00942	2.7.4.8
K00943	1	Nostoc	2.7.4.9	K00943	K00943	2.7.4.9
K00946	1	Nostoc	2.7.4.16	K00946	K00946	2.7.4.16
K00948	1	Nostoc	2.7.6.1	K00948	K00948	2.7.6.1
K00950	1	Nostoc	2.7.6.3	K00950,K07142,K13939,K13940,K13941	K00950,K07142,K13939,K13940,K13941	2.7.6.3
K00951	1	Nostoc	2.7.6.5	K00951,K01139,K07816	K00951,K01139,K07816	2.7.6.5
K00958	1	Nostoc	2.7.7.4	K00955,K00956,K00957,K00958,K13811	K00955,K00956,K00957,K00958,K13811	2.7.7.4
K00962	1	Nostoc	2.7.7.8	K00962	K00962	2.7.7.8
K00963	1	Nostoc	2.7.7.9	K00963,K22920,K28660	K00963,K22920,K28660	2.7.7.9
K00966	1	Nostoc	2.7.7.13	K00966,K00971,K16011,K16881	K00966,K00971,K16011,K16881	2.7.7.13
K00969	1	Nostoc	2.7.7.18	K00969,K06210	K00969,K06210	2.7.7.18
K00970	1	Nostoc	2.7.7.19	K00970,K03514,K11700,K14079,K14376,K18060,K18709,K21315,K23034,K23035	K00970,K03514,K11700,K14079,K14376,K18060,K18709,K21315,K23034,K23035	2.7.7.19
K00971	1	Nostoc	2.7.7.13	K00966,K00971,K16011,K16881	K00966,K00971,K16011,K16881	2.7.7.13
K00973	1	Nostoc	2.7.7.24	K00973,K23144	K00973,K23144	2.7.7.24
K00974	1	Nostoc	2.7.7.72	K00974,K07558	K00974,K07558	2.7.7.72
K00975	1	Nostoc	2.7.7.27	K00975	K00975	2.7.7.27
K00978	1	Nostoc	2.7.7.33	K00978	K00978	2.7.7.33
K00981	1	Nostoc	2.7.7.41	K00981	K00981	2.7.7.41
K00986	1	Nostoc	2.7.7.49	K00986,K11126,K21037,K21038,K24802,K25055	K00986,K11126,K21037,K21038,K24802,K25055	2.7.7.49
K00988	1	Nostoc	2.7.7.5,2.7.7.53	K00988,K19710,K00988,K22966	K00988,K19710,K22966	2.7.7.5,2.7.7.53
K00989	1	Nostoc	2.7.7.56	K00989	K00989	2.7.7.56
K00991	1	Nostoc	2.7.7.60	K00991,K12506	K00991,K12506	2.7.7.60
K00995	1	Nostoc	2.7.8.5	K00995	K00995	2.7.8.5
K01000	1	Nostoc	2.7.8.13	K01000	K01000	2.7.8.13
K01007	1	Nostoc	2.7.9.2	K01007	K01007	2.7.9.2
K01008	1	Nostoc	2.7.9.3	K01008	K01008	2.7.9.3
K01011	1	Nostoc	2.8.1.1,2.8.1.2	K01011,K01011,K02439,K03972	K01011,K02439,K03972	2.8.1.1,2.8.1.2
K01012	1	Nostoc	2.8.1.6	K01012	K01012	2.8.1.6
K01046	1	Nostoc	3.1.1.3	K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284	K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284	3.1.1.3
K01056	1	Nostoc	3.1.1.29	K01056,K04794,K05969,K15033	K01056,K04794,K05969,K15033	3.1.1.29
K01057	1	Nostoc	3.1.1.31	K01057,K07404,K13937	K01057,K07404,K13937	3.1.1.31
K01061	1	Nostoc	3.1.1.45	K01061	K01061	3.1.1.45
K01069	1	Nostoc	3.1.2.6	K01069	K01069	3.1.2.6
K01070	1	Nostoc	3.1.2.12	K01070	K01070	3.1.2.12
K01071	1	Nostoc	3.1.2.21	K01071,K10781	K01071,K10781	3.1.2.21
K01077	1	Nostoc	3.1.3.1	K01077,K01113	K01077,K01113	3.1.3.1
K01082	1	Nostoc	3.1.3.7	K01082,K06881,K15422,K15759	K01082,K06881,K15422,K15759	3.1.3.7
K01083	1	Nostoc	3.1.3.8	K01083	K01083	3.1.3.8
K01090	1	Nostoc	3.1.3.16	K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534,K28965	K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534,K28965	3.1.3.16
K01091	1	Nostoc	3.1.3.18	K01091,K19269,K22223,K28203	K01091,K19269,K22223,K28203	3.1.3.18
K01092	1	Nostoc	3.1.3.25	K01092,K10047,K18649	K01092,K10047,K18649	3.1.3.25
K01104	1	Nostoc	3.1.3.48	K01104,K01110,K02555,K04458,K04459,K05693,K05694,K05695,K05696,K05697,K05698,K05766,K05866,K05867,K06478,K06639,K06645,K06776,K06777,K06778,K07293,K07817,K08114,K11240,K13297,K14165,K14167,K14394,K14819,K15616,K16662,K16667,K16910,K17614,K17619,K17620,K17621,K17622,K18018,K18019,K18024,K18025,K18026,K18027,K18032,K18033,K18034,K18035,K18036,K18037,K18038,K18039,K18040,K18041,K18043,K18045,K18046,K18065,K18082,K18498,K18993,K19269,K19806,K19812,K20216,K20220,K20551,K20945,K21278,K21946,K23474,K23866,K25307,K25994,K26451	K01104,K01110,K02555,K04458,K04459,K05693,K05694,K05695,K05696,K05697,K05698,K05766,K05866,K05867,K06478,K06639,K06645,K06776,K06777,K06778,K07293,K07817,K08114,K11240,K13297,K14165,K14167,K14394,K14819,K15616,K16662,K16667,K16910,K17614,K17619,K17620,K17621,K17622,K18018,K18019,K18024,K18025,K18026,K18027,K18032,K18033,K18034,K18035,K18036,K18037,K18038,K18039,K18040,K18041,K18043,K18045,K18046,K18065,K18082,K18498,K18993,K19269,K19806,K19812,K20216,K20220,K20551,K20945,K21278,K21946,K23474,K23866,K25307,K25994,K26451	3.1.3.48
K01113	1	Nostoc	3.1.3.1	K01077,K01113	K01077,K01113	3.1.3.1
K01118	1	Nostoc	1.7.1.17	K01118	K01118	1.7.1.17
K01126	1	Nostoc	3.1.4.46	K01126,K18696	K01126,K18696	3.1.4.46
K01139	1	Nostoc	2.7.6.5,3.1.7.2	K01139,K21138,K00951,K01139,K07816	K00951,K01139,K07816,K21138	2.7.6.5,3.1.7.2
K01142	1	Nostoc	3.1.11.2	K01142,K02830,K10771,K10772,K10790,K10791,K10994	K01142,K02830,K10771,K10772,K10790,K10791,K10994	3.1.11.2
K01147	1	Nostoc	3.1.13.1	K01147,K12573,K12579,K19782,K25165	K01147,K12573,K12579,K19782,K25165	3.1.13.1
K01153	1	Nostoc	3.1.21.3	K01153,K01154	K01153,K01154	3.1.21.3
K01154	1	Nostoc	3.1.21.3	K01153,K01154	K01153,K01154	3.1.21.3
K01155	1	Nostoc	3.1.21.4	K01155,K21512	K01155,K21512	3.1.21.4
K01159	1	Nostoc	3.1.21.10	K01159,K01160,K03552,K17676,K26527	K01159,K01160,K03552,K17676,K26527	3.1.21.10
K01173	1	Nostoc			K01173	
K01174	1	Nostoc	3.1.31.1	K01174	K01174	3.1.31.1
K01176	1	Nostoc	3.2.1.1	K01176,K05343,K07405	K01176,K05343,K07405	3.2.1.1
K01178	1	Nostoc	3.2.1.3	K01178,K12047,K21574	K01178,K12047,K21574	3.2.1.3
K01181	1	Nostoc	3.2.1.8	K01181	K01181	3.2.1.8
K01185	1	Nostoc	3.2.1.17	K01185,K11331,K13381,K13915,K21509,K25707,K26029,K26031,K28878	K01185,K11331,K13381,K13915,K21509,K25707,K26029,K26031,K28878	3.2.1.17
K01187	1	Nostoc	3.2.1.20	K01187,K12047,K12316,K12317	K01187,K12047,K12316,K12317	3.2.1.20
K01191	1	Nostoc	3.2.1.24	K01191,K12311,K12312	K01191,K12311,K12312	3.2.1.24
